Country,Rating,Date,Version,Username,Title,Content,Combined,Sentiment
US,5,2025-01-03,1.0.9,I fell in love with Pokémon,Goat that entered my life,The moment I downloaded this game my life changed forever I realized my new obsession with the definition of love.,Goat that entered my lifeThe moment I downloaded this game my life changed forever I realized my new obsession with the definition of love.,Positive
US,1,2025-01-03,1.0.9,The Gremlin,Rigged coin flips,"I got suspicious so I made a deck where every played card requires a coin flip.  Turns out you are GUARANTEED to never flip a heads if you play first, if you first card action is a coin you will not flip heads for the entire match.  Coin flips are supposed to be 50/50 odds.  Since making the deck I have made over 30 coin flips without a single heads.  Absolute trash, this.","Rigged coin flipsI got suspicious so I made a deck where every played card requires a coin flip.  Turns out you are GUARANTEED to never flip a heads if you play first, if you first card action is a coin you will not flip heads for the entire match.  Coin flips are supposed to be 50/50 odds.  Since making the deck I have made over 30 coin flips without a single heads.  Absolute trash, this.",Negative
US,1,2025-01-03,1.0.9,(RNP),SOOO BAD,"The battles are nearly impossible to win, and the person you go against is at least twice your level. I have a deck with 2 mewtwos and 2 mews and just played like 20 battles and lost all because every single battle is unfair. At least make the game fun, and where you don’t go against people twice as good","SOOO BADThe battles are nearly impossible to win, and the person you go against is at least twice your level. I have a deck with 2 mewtwos and 2 mews and just played like 20 battles and lost all because every single battle is unfair. At least make the game fun, and where you don’t go against people twice as good",Negative
US,2,2025-01-03,1.0.9,J Loukoumades,Has potential but unbalanced,"This game has the potential to be great but is currently woefully unbalanced. Once you start battling other places you will see the same overpowered deck over and over again, with a couple being so crazy that it’s up to RNG if you even have a chance. Once you get a couple of these meta cards (like Celebi Ex and Serperior) you can cruise through PVP and most solo battles with no effort. This game will only last if the developer can figure out how to balance the cards.","Has potential but unbalancedThis game has the potential to be great but is currently woefully unbalanced. Once you start battling other places you will see the same overpowered deck over and over again, with a couple being so crazy that it’s up to RNG if you even have a chance. Once you get a couple of these meta cards (like Celebi Ex and Serperior) you can cruise through PVP and most solo battles with no effort. This game will only last if the developer can figure out how to balance the cards.",Neutral
US,4,2025-01-03,1.0.9,HardCoreGamer13,"Amazing, BUT!","This game is great and has huge potential to expand on, with hundreds, if not thousands of cards able to be added, and new additions such as the trading system that will really push the game to its peak. HOWEVER, it would be great if they added more value to the online pvp, whether that be a ranked system or even just a win and loss tally when you view someone’s profile. Basically just expand on the elements of the pvp system to give it more weight and value. Besides that, i look forward to the future this game holds.","Amazing, BUT!This game is great and has huge potential to expand on, with hundreds, if not thousands of cards able to be added, and new additions such as the trading system that will really push the game to its peak. HOWEVER, it would be great if they added more value to the online pvp, whether that be a ranked system or even just a win and loss tally when you view someone’s profile. Basically just expand on the elements of the pvp system to give it more weight and value. Besides that, i look forward to the future this game holds.",Positive
US,1,2025-01-03,1.0.9,Masterrrchief,Celebi broke,Celebi card broke the battle system. Only point now is collecting cards,Celebi brokeCelebi card broke the battle system. Only point now is collecting cards,Negative
US,1,2025-01-03,1.0.9,Jwoodollas,WAS,"Was having fun, until i started a battle match and first match i get guy is using celibi , entire thing is cheese and so help me god i dont find the guy who i was battling. in no way shape or form should you be able to flip 14 tokens and double all resource attached to a pokémon, in no way should the energy he has placed on two different Celibis should be combined and doubled when he goes to attack? no where in the descriptions does it even say thats possible, its BULL**** i cant even explain how absolutely livid i am, and absurd this game is, it wants to be good but allows people to have game breaking abilities that drain all the fun out of any competitive mode you want to partake in? what’s THE POINT POKÉMON? YOU’RE NOTHING BUT A BUNCH OF USELESS INCOMPETENT GREEDY MONEY HUNGRY GIMMEGHOULS, absolutely goblins of a company, also there’s no report button for toxic players. disgusting how they put such little effort and thought into the game, its endless pack opening is nothing more then a endless void of micro transactions to drip a little bit of dopamine to your mind. this game is nothing, the people who made is are less then nothing, the folks who play and use Celibi and only cause suffering to those trying to enjoy themselves shall only endure curse after curse on themselves and their family and their kids family and i condemn them to anguish for as long as they live, to only feel pain and know hate, to feel alone and shrouded by darkness, to be forgotten","WASWas having fun, until i started a battle match and first match i get guy is using celibi , entire thing is cheese and so help me god i dont find the guy who i was battling. in no way shape or form should you be able to flip 14 tokens and double all resource attached to a pokémon, in no way should the energy he has placed on two different Celibis should be combined and doubled when he goes to attack? no where in the descriptions does it even say thats possible, its BULL**** i cant even explain how absolutely livid i am, and absurd this game is, it wants to be good but allows people to have game breaking abilities that drain all the fun out of any competitive mode you want to partake in? what’s THE POINT POKÉMON? YOU’RE NOTHING BUT A BUNCH OF USELESS INCOMPETENT GREEDY MONEY HUNGRY GIMMEGHOULS, absolutely goblins of a company, also there’s no report button for toxic players. disgusting how they put such little effort and thought into the game, its endless pack opening is nothing more then a endless void of micro transactions to drip a little bit of dopamine to your mind. this game is nothing, the people who made is are less then nothing, the folks who play and use Celibi and only cause suffering to those trying to enjoy themselves shall only endure curse after curse on themselves and their family and their kids family and i condemn them to anguish for as long as they live, to only feel pain and know hate, to feel alone and shrouded by darkness, to be forgotten",Negative
US,4,2025-01-03,1.0.9,Themanlymanofmaness,Dark mode!,"Amazing game, add Dark Mode please!!!","Dark mode!Amazing game, add Dark Mode please!!!",Positive
US,2,2025-01-03,1.0.9,jdossgreen89,Fun collecting not battling,It’s nostalgic to fill your binder of Pokémon cards. Really enjoy that aspect. But the battling aspect of the game needs work. Its truly ridiculous. The higher difficulty on single player just means you flip coins to win and you never get heads (attack) and the computer ALWAYS does. It’s so predictable it’s just ridiculous. I seriously laugh because I know before the coin flip what it will be 90% of the time.. I literally just came to say I just flipped a total of 16 coins in the last match for attacks and got 2 heads. So out of the 16 chances I attacked 2 times. Of course I lost. That’s how they increase difficulty in this game..,Fun collecting not battlingIt’s nostalgic to fill your binder of Pokémon cards. Really enjoy that aspect. But the battling aspect of the game needs work. Its truly ridiculous. The higher difficulty on single player just means you flip coins to win and you never get heads (attack) and the computer ALWAYS does. It’s so predictable it’s just ridiculous. I seriously laugh because I know before the coin flip what it will be 90% of the time.. I literally just came to say I just flipped a total of 16 coins in the last match for attacks and got 2 heads. So out of the 16 chances I attacked 2 times. Of course I lost. That’s how they increase difficulty in this game..,Negative
US,3,2025-01-03,1.0.9,calsellsglasses,fun and addictive but…,"the biggest downfall of the game rn is any level can play the beginner bracket when they really shouldnt be in there, they need to set parameters so certain levels cant abuse this","fun and addictive but…the biggest downfall of the game rn is any level can play the beginner bracket when they really shouldnt be in there, they need to set parameters so certain levels cant abuse this",Negative
US,5,2025-01-03,1.0.9,Jaysirs,celebi,we’re sick and tired of that lil h03 fix it !!,celebiwe’re sick and tired of that lil h03 fix it !!,Negative
US,1,2025-01-03,1.0.9,theheckmahek,L bozo,palworld would have made a better one,L bozopalworld would have made a better one,Neutral
US,5,2025-01-03,1.0.9,jywoz,cool game,Got me back into pokemon,cool gameGot me back into pokemon,Positive
US,3,2025-01-03,1.0.9,Jona1134,Auto Battle,Auto Battle throws your game. Absolutely terrible. Doesn’t play the right moves.,Auto BattleAuto Battle throws your game. Absolutely terrible. Doesn’t play the right moves.,Negative
US,1,2025-01-03,1.0.9,Starlord271,1 star until a report option is added,Just played someone with a filthy name. I don’t care for it. If there was a way to report an account I would not have added this here. Will change rating once this is addressed.,1 star until a report option is addedJust played someone with a filthy name. I don’t care for it. If there was a way to report an account I would not have added this here. Will change rating once this is addressed.,Negative
US,2,2025-01-03,1.0.9,sikiciAsh,"Good Game, Irritating Battle experience","Your winning possibility: 95% if the game allows you by giving you good order of cards, 5% depends on how you are good at making strategy","Good Game, Irritating Battle experienceYour winning possibility: 95% if the game allows you by giving you good order of cards, 5% depends on how you are good at making strategy",Positive
US,1,2025-01-03,1.0.9,Chico1289,Pay to win,It’s 100% pay to win even if you get lucky with your early free packs once you begin to play against real players 9/10 have spent lots of money already with overpowering decks. So if you’re thinking of playing for free just know you’re going to hit a wall. Made of money,Pay to winIt’s 100% pay to win even if you get lucky with your early free packs once you begin to play against real players 9/10 have spent lots of money already with overpowering decks. So if you’re thinking of playing for free just know you’re going to hit a wall. Made of money,Neutral
US,5,2025-01-03,1.0.9,meeepmejsbelshene,Sigma,Fun to play,SigmaFun to play,Positive
US,5,2025-01-03,1.0.9,[CHAM CHAM],Love it!,Already got like 4 Holographic and 25 cards first 4 minutes on it!!!,Love it!Already got like 4 Holographic and 25 cards first 4 minutes on it!!!,Positive
US,2,2025-01-03,1.0.9,マイクーーー,Too slow,"Too many animations. It takes like 10 entire minutes to play 3 rounds because every single piece of text, every single screen has to move, spin, and sparkle needlessly. Want to concede? Get ready to spend 30 seconds flipping through menus you don’t even care about. Hits midnight? Get ready for more animations while the game “resets.”

Fix this nonsense.","Too slowToo many animations. It takes like 10 entire minutes to play 3 rounds because every single piece of text, every single screen has to move, spin, and sparkle needlessly. Want to concede? Get ready to spend 30 seconds flipping through menus you don’t even care about. Hits midnight? Get ready for more animations while the game “resets.”

Fix this nonsense.",Negative
US,4,2025-01-03,1.0.9,Pls tell everyone,Why the bot do impossible things,Why the all bots in this game do impossible things like getting Machamp EX from the poke ball that is only for basic Pokémon’s it’s so unfair for all players,Why the bot do impossible thingsWhy the all bots in this game do impossible things like getting Machamp EX from the poke ball that is only for basic Pokémon’s it’s so unfair for all players,Negative
US,3,2025-01-03,1.0.9,Juego confuso,Juego confuso,El juego no tenía nada de malo solo que no sabía cómo poner las cartas y estaba muy confundida,Juego confusoEl juego no tenía nada de malo solo que no sabía cómo poner las cartas y estaba muy confundida,Neutral
US,5,2025-01-03,1.0.9,Greeeny11,New phone staple,What took them so long?,New phone stapleWhat took them so long?,Neutral
US,1,2025-01-03,1.0.9,Nurxyva,TCG with no trading function,title says it all,TCG with no trading functiontitle says it all,Neutral
US,5,2025-01-03,1.0.9,DTDelyrium,Fun,5 card packs you can open for free at least 2 times daily it seems. It’s been nice to share these pack openings with my dad,Fun5 card packs you can open for free at least 2 times daily it seems. It’s been nice to share these pack openings with my dad,Positive
US,5,2025-01-03,1.0.9,Rylie Gusman,I love it,"I love it so mt
Much","I love itI love it so mt
Much",Positive
US,1,2025-01-03,1.0.9,thatsCORTEX,Two months in and the game is ruined,I have spent over 2k dollars on this game I was very excited to get started and battle and have fun. Celebi and Serperior has ruined the game entirely. It’s unfair and truly game breaking. I am almost level 50 and can’t win a versus battle to save my life. I refuse to use celebi im not a cheater but it’s either that or I delete the game. Investment gone time wasted.,Two months in and the game is ruinedI have spent over 2k dollars on this game I was very excited to get started and battle and have fun. Celebi and Serperior has ruined the game entirely. It’s unfair and truly game breaking. I am almost level 50 and can’t win a versus battle to save my life. I refuse to use celebi im not a cheater but it’s either that or I delete the game. Investment gone time wasted.,Negative
US,5,2025-01-03,1.0.9,Turbo2003,An Entertaining Game to Play Solo or with Friends,"Let me start by saying, if you love the original Pokémon Trading Card Game, you might not be able to put this one down. And even if you’ve never played a Pokémon game before, the same holds true. This game is incredibly free-to-play friendly, but if you feel like investing a little, that option is available too. It’s the perfect app for anyone looking to dive into Pokémon card collecting without all the extra clutter. And if you play it with friends, it’s a hundred times more fun. So, download it and thank me later!","An Entertaining Game to Play Solo or with FriendsLet me start by saying, if you love the original Pokémon Trading Card Game, you might not be able to put this one down. And even if you’ve never played a Pokémon game before, the same holds true. This game is incredibly free-to-play friendly, but if you feel like investing a little, that option is available too. It’s the perfect app for anyone looking to dive into Pokémon card collecting without all the extra clutter. And if you play it with friends, it’s a hundred times more fun. So, download it and thank me later!",Positive
US,3,2025-01-03,1.0.9,Brad19924,Fun at first,"The game starts off fun then turns to a game like you’d expect. 
You get to a point of opening packs that you never get cards you need. Then battles in solo on the harder difficulties only get difficult because coin tosses are not truly 50/50. You will get countless tails in a row to make any kind of play on beating your opponent making you attacks pointless in some cases. I get getting tails but I flipped 6 tails in a row while the opponent get none stop heads.","Fun at firstThe game starts off fun then turns to a game like you’d expect. 
You get to a point of opening packs that you never get cards you need. Then battles in solo on the harder difficulties only get difficult because coin tosses are not truly 50/50. You will get countless tails in a row to make any kind of play on beating your opponent making you attacks pointless in some cases. I get getting tails but I flipped 6 tails in a row while the opponent get none stop heads.",Neutral
US,1,2025-01-03,1.0.9,Beloved pl@yer,Boring,Takes too long to open packs,BoringTakes too long to open packs,Negative
US,1,2025-01-03,1.0.9,Noah14203,It’s just coin flipping,There is no strategy. You pick grass or psychic and hope you get better coin flips. That’s it. That’s the game. Coin flips.,It’s just coin flippingThere is no strategy. You pick grass or psychic and hope you get better coin flips. That’s it. That’s the game. Coin flips.,Neutral
US,4,2025-01-03,1.0.9,Kool__Thing,"Good Game, One Problem","I’ve been opening packs for years, and although it can be fun it’s always expensive. This game allows anybody collect cards for free, which is amazing and feels good to know your money isn’t wasted when you don’t pull anything good. (Not to mention the art/art rares are insanely beautiful! Of course you won’t pull one every pack, but that makes it feel better when you do.)

However, the public battling is where I have issues. The game lists everyone a “beginner” even when they’re up to level 40 or so. I’ve gotten opponents nearly 20 levels above me, and that makes it challenging for me and many other players who aren’t as experienced. Because of this problem I’ve lost tons and tons of battles, and not just because I’m a bad player who doesn’t think things through too far ahead, but because my opponents have had more time to play and collect better cards than me.

I’m not sure if there’s a direct solution to this, but I would prefer if there could be levels of experience, and you could battle people on just your level or in that range. 

It’s been so much fun to play and gather all of the special rares, see collections come together, see battles be completed, trophies earned, decks made, and to get amazing wonder picks. And, when public battling, you only have to wait a few seconds to find a match, so that’s always nice! 

Despite my earlier complaints, I would definitely recommend this game to anybody who loves Pokémon or is interested in collecting the cards — or both. The game has been worth my time so far, so maybe it’ll be worth yours too!","Good Game, One ProblemI’ve been opening packs for years, and although it can be fun it’s always expensive. This game allows anybody collect cards for free, which is amazing and feels good to know your money isn’t wasted when you don’t pull anything good. (Not to mention the art/art rares are insanely beautiful! Of course you won’t pull one every pack, but that makes it feel better when you do.)

However, the public battling is where I have issues. The game lists everyone a “beginner” even when they’re up to level 40 or so. I’ve gotten opponents nearly 20 levels above me, and that makes it challenging for me and many other players who aren’t as experienced. Because of this problem I’ve lost tons and tons of battles, and not just because I’m a bad player who doesn’t think things through too far ahead, but because my opponents have had more time to play and collect better cards than me.

I’m not sure if there’s a direct solution to this, but I would prefer if there could be levels of experience, and you could battle people on just your level or in that range. 

It’s been so much fun to play and gather all of the special rares, see collections come together, see battles be completed, trophies earned, decks made, and to get amazing wonder picks. And, when public battling, you only have to wait a few seconds to find a match, so that’s always nice! 

Despite my earlier complaints, I would definitely recommend this game to anybody who loves Pokémon or is interested in collecting the cards — or both. The game has been worth my time so far, so maybe it’ll be worth yours too!",Positive
US,5,2025-01-03,1.0.9,homar the barber,Homar,Really good game amazing card designs. Over all enjoying this game.,HomarReally good game amazing card designs. Over all enjoying this game.,Positive
US,5,2025-01-03,1.0.9,SssAaaBbbHhh,Amassing,This has to be one of the best pokemon game’s ever for collectors and for battlers,AmassingThis has to be one of the best pokemon game’s ever for collectors and for battlers,Positive
US,4,2025-01-03,1.0.9,Niantic money hungry,Fun game,It would be cool if it can be added in the settings to play this game while the device is sideways and the game flips in that direction,Fun gameIt would be cool if it can be added in the settings to play this game while the device is sideways and the game flips in that direction,Positive
US,3,2025-01-02,1.0.9,EX Cards,Annoying EX,"This game is fun to pass the time although it does have many drawbacks. Going first is a major detriment. You can not set any energy on your first move if you go first and your opponent may be able to set numerous energies depending on their deck during their first turn, many times leaving you unable to attack until your third turn while they get free shots at you. This is also due to unoriginal deck building since this game rewards those that use the decks that spam EX cards. Trying to build a real deck and getting swept by a Pikachu EX or Celebi deck in 2 turns gets old fast. Dev team needs to allow people who go first to set energy and stop allowing EX cards to be set immediately.","Annoying EXThis game is fun to pass the time although it does have many drawbacks. Going first is a major detriment. You can not set any energy on your first move if you go first and your opponent may be able to set numerous energies depending on their deck during their first turn, many times leaving you unable to attack until your third turn while they get free shots at you. This is also due to unoriginal deck building since this game rewards those that use the decks that spam EX cards. Trying to build a real deck and getting swept by a Pikachu EX or Celebi deck in 2 turns gets old fast. Dev team needs to allow people who go first to set energy and stop allowing EX cards to be set immediately.",Negative
US,3,2025-01-02,1.0.9,Chrisinfinity_,Great but,"Some cards require flipping coins while in a match in order to attack the opponent. I have been getting an over abundance of tails which is literally pissing me off. Another thing with the solo battle the deck that has the eevee more than once hits like 10 heads in a row, more than ONCE. Fix the coin flips","Great butSome cards require flipping coins while in a match in order to attack the opponent. I have been getting an over abundance of tails which is literally pissing me off. Another thing with the solo battle the deck that has the eevee more than once hits like 10 heads in a row, more than ONCE. Fix the coin flips",Negative
US,5,2025-01-02,1.0.9,quiet_bracket19,The new favorite game,5 stars this is amazing,The new favorite game5 stars this is amazing,Positive
US,3,2025-01-02,1.0.9,Bite my shiny metal,",eh","Honestly when i started it was good but now it’s boring just open, open, OPEN 😑",",ehHonestly when i started it was good but now it’s boring just open, open, OPEN 😑",Negative
US,1,2025-01-02,1.0.9,Joe Wonder,Bad app,Coin flips are rigged,Bad appCoin flips are rigged,Negative
US,1,2025-01-02,1.0.9,OceanofLight.,It’s okay but,It’s a nice game but Celebi is too overpowered and everyone just spams that card. It’s genuinely just not fun to play because of how broken it is especially when used with Serperiors special ability. Its just impossible to beat anyone if they have that card and you don’t,It’s okay butIt’s a nice game but Celebi is too overpowered and everyone just spams that card. It’s genuinely just not fun to play because of how broken it is especially when used with Serperiors special ability. Its just impossible to beat anyone if they have that card and you don’t,Negative
US,4,2025-01-02,1.0.9,XtiffasaurusX,4/5,"I would give it a 5/5 if the trading card game actually had trading available. The game has been out for 2 months now but I do love it otherwise, I’m just ready for the trading part of the trading card game.","4/5I would give it a 5/5 if the trading card game actually had trading available. The game has been out for 2 months now but I do love it otherwise, I’m just ready for the trading part of the trading card game.",Positive
US,3,2025-01-02,1.0.9,Goldenhero101,Fix the flipping,Everything about the game is good except the coin system. If I am flipping about 30% heads and 70% heads throughout all games played something is wrong. Make it an actual 50/50 system.,Fix the flippingEverything about the game is good except the coin system. If I am flipping about 30% heads and 70% heads throughout all games played something is wrong. Make it an actual 50/50 system.,Negative
US,5,2025-01-02,1.0.9,Monkeboituesday,Pog,Pog,PogPog,Neutral
US,2,2025-01-02,1.0.9,Kaycee!✌️💕,Too boring.,Not fun at all I thought we would do like a simulator.,Too boring.Not fun at all I thought we would do like a simulator.,Negative
US,5,2025-01-02,1.0.9,"$;$,);)!' GM Clm",Love it!!!,So easy to get rare cards 👍😁😁👍👏♥️💜♥️💜,Love it!!!So easy to get rare cards 👍😁😁👍👏♥️💜♥️💜,Positive
US,5,2025-01-02,1.0.9,Renzo 150,The Pokémon cards,I give this a five out of five because I get good cards and legendary,The Pokémon cardsI give this a five out of five because I get good cards and legendary,Positive
US,5,2025-01-02,1.0.9,Hh Ed xvsh x,Favorite game ever,"So first of I love the game I have gotten so many cool cards from the new mythical island pack. I have completed 4-5 decks already celibi gyrados blastoise and pickachu it’s the best game I’ve ever played and trading cards is coming very soon, if you don’t have it you need to get it AWESOME","Favorite game everSo first of I love the game I have gotten so many cool cards from the new mythical island pack. I have completed 4-5 decks already celibi gyrados blastoise and pickachu it’s the best game I’ve ever played and trading cards is coming very soon, if you don’t have it you need to get it AWESOME",Positive
US,5,2025-01-02,1.0.9,MsmEnjoyer🗿🗿🗿,Life changing,"This game… oh my god, where do I even begin. So… so skibidi! 😛 so perfectly autistic. It scratches an itch deep inside me that can only be scratched by my iPhone shoved deep inside (playing tcg pocket of course!) My family has put me in the nursing home 🫃 and this is the only thing that can soothe my mind. As the kids say, hawk tuah","Life changingThis game… oh my god, where do I even begin. So… so skibidi! 😛 so perfectly autistic. It scratches an itch deep inside me that can only be scratched by my iPhone shoved deep inside (playing tcg pocket of course!) My family has put me in the nursing home 🫃 and this is the only thing that can soothe my mind. As the kids say, hawk tuah",Positive
US,2,2025-01-02,1.0.9,caleb_penn,Not Sure What The T Stands For…,Will update my review when the name of the game matches the features,Not Sure What The T Stands For…Will update my review when the name of the game matches the features,Neutral
US,2,2025-01-02,1.0.9,HazelNoon,computer gets coin flip advantage always,"-stop matching me against people twice my level -stop matching me against my deck&#39;s weakness every solo match -stop giving computer the advantage on every attack coin flip -stop giving computer every card they need to ex/win from the start nearly every match -ex cards are ridiculously op and the coin flips are not a balancing measure because it almost always goes in the opponents favor. i have so many screenshots of the opponent getting all the heads every time including a &#34;flip until you get tails&#34; where the opponent got 8 heads in a row. I know probability means anything is possible but what&#39;s the point of playing a game where within 2-3 turns the opponent can be unbeatable -why does the opponent get 1-2 ex cards from the opening hand every time? why are they fully evolved on every card with multiple exs by turn 3?
-celebi ex &amp; serperior expert solo deck is by far the worst offender so far. fix this mess. 2 celebi ex and eggs with a winning flip 100% of the time","computer gets coin flip advantage always-stop matching me against people twice my level -stop matching me against my deck&#39;s weakness every solo match -stop giving computer the advantage on every attack coin flip -stop giving computer every card they need to ex/win from the start nearly every match -ex cards are ridiculously op and the coin flips are not a balancing measure because it almost always goes in the opponents favor. i have so many screenshots of the opponent getting all the heads every time including a &#34;flip until you get tails&#34; where the opponent got 8 heads in a row. I know probability means anything is possible but what&#39;s the point of playing a game where within 2-3 turns the opponent can be unbeatable -why does the opponent get 1-2 ex cards from the opening hand every time? why are they fully evolved on every card with multiple exs by turn 3?
-celebi ex &amp; serperior expert solo deck is by far the worst offender so far. fix this mess. 2 celebi ex and eggs with a winning flip 100% of the time",Negative
US,1,2025-01-02,1.0.9,Houserau,Trash pulls,Game won’t give me any rares,Trash pullsGame won’t give me any rares,Negative
US,5,2025-01-02,1.0.9,Orhehehe,Amazing,You can just open packs every day and it’s like you would probably go broke if you bought packs every day in real life so I think that is just amazing,AmazingYou can just open packs every day and it’s like you would probably go broke if you bought packs every day in real life so I think that is just amazing,Positive
US,2,2025-01-02,1.0.9,maddi_daly,Never even got to start playing.,I have a couple friends who play and I was told to download it to play along but I can’t get past even making an account before the “additional download” fails and “restarts” the app which leads to it being impossible to open the app again without deleting and reinstalling and repeating the process for the same results. I expected more from a pokemon company game.,Never even got to start playing.I have a couple friends who play and I was told to download it to play along but I can’t get past even making an account before the “additional download” fails and “restarts” the app which leads to it being impossible to open the app again without deleting and reinstalling and repeating the process for the same results. I expected more from a pokemon company game.,Negative
US,5,2025-01-02,1.0.9,il grande uno,Celebi EX,The game is an awesome and play everyday but the new update with the Celebi EX has made everyone I play use it and has almost taken away anybody using any other type of Pokémon. More than half of ten games I play will be grass energy with two Celebi’s. Just nerf the Celebi or Snivy.,Celebi EXThe game is an awesome and play everyday but the new update with the Celebi EX has made everyone I play use it and has almost taken away anybody using any other type of Pokémon. More than half of ten games I play will be grass energy with two Celebi’s. Just nerf the Celebi or Snivy.,Positive
US,1,2025-01-02,1.0.9,isijdkdnbdyd,Annoying,Pop up makes game slow and annoying,AnnoyingPop up makes game slow and annoying,Negative
US,1,2025-01-02,1.0.9,dudedudeududedude,Not a game,Feels like pack opening simulator with not much to do. Might be pokemon trying to get me to waste money on real packa,Not a gameFeels like pack opening simulator with not much to do. Might be pokemon trying to get me to waste money on real packa,Negative
US,4,2025-01-02,1.0.9,RaneeC555,I think this is Go’s downfall,I play this on/off and it is quite fun. I regret getting rid of all my kanto and jhoto cards growing up. I had some good ones too. Pokemon Go is tanking and players loosing interest fast in go. They’re coming over to tgc.,I think this is Go’s downfallI play this on/off and it is quite fun. I regret getting rid of all my kanto and jhoto cards growing up. I had some good ones too. Pokemon Go is tanking and players loosing interest fast in go. They’re coming over to tgc.,Negative
US,5,2025-01-02,1.0.9,hf4hveafkhjvwjhkefkhjvahjkefv,Great game but,THIS IS A GREAT GAME I LOVE IT SO MUCH.The only thing I’m waiting for so it can be called perfect is trading,Great game butTHIS IS A GREAT GAME I LOVE IT SO MUCH.The only thing I’m waiting for so it can be called perfect is trading,Positive
US,3,2025-01-02,1.0.9,Gradius9989,Great but,60 hrs for wonder trade is too long,Great but60 hrs for wonder trade is too long,Neutral
US,4,2025-01-02,1.0.9,cpham12,Exiting app,"Fun but difficult to close/switch apps on iOS. Seems like there is either a lag. Hopefully it’s not a deliberate attempt to keep folks in the app. 

Some cards are OP. Can be hard to build energy for cards that I’d otherwise like to use that aren’t OP.","Exiting appFun but difficult to close/switch apps on iOS. Seems like there is either a lag. Hopefully it’s not a deliberate attempt to keep folks in the app. 

Some cards are OP. Can be hard to build energy for cards that I’d otherwise like to use that aren’t OP.",Negative
US,4,2025-01-02,1.0.9,Giomadre,:),"Very cool, got EX on first pack",":)Very cool, got EX on first pack",Positive
US,5,2025-01-02,1.0.9,MOISTxPANDAx,Top tier,Best game ever on phone,Top tierBest game ever on phone,Positive
US,1,2025-01-02,1.0.9,CalmKimimaru,Match Making and Battles need work,"The more I play this game the more I hate it, feels like just about anyone can set themselves as a “beginner” and throw out 4 EX cards at the start of the battle with little risk, I don’t know how this is fair especially when I barely have any cards to counter this. Also cards like Celebi EX definitely need to be nerfed especially when combo’d with Serperior.","Match Making and Battles need workThe more I play this game the more I hate it, feels like just about anyone can set themselves as a “beginner” and throw out 4 EX cards at the start of the battle with little risk, I don’t know how this is fair especially when I barely have any cards to counter this. Also cards like Celebi EX definitely need to be nerfed especially when combo’d with Serperior.",Negative
US,5,2025-01-02,1.0.9,princelooch,WHERE IS TRADING?!,"Game is really good, brings me back to the good ole days there were issues I had with not being able to examine cards in wonder picks if you didnt own them already. Please explain to me why its been 4-5 months since this game came out and TRADING STILL IS T A THING YET?! How long does it take to just send and receive a card from some on your friends list??? or Wonder trades?! Please hurry up with rolling that update out!! Other than that fantastic product.","WHERE IS TRADING?!Game is really good, brings me back to the good ole days there were issues I had with not being able to examine cards in wonder picks if you didnt own them already. Please explain to me why its been 4-5 months since this game came out and TRADING STILL IS T A THING YET?! How long does it take to just send and receive a card from some on your friends list??? or Wonder trades?! Please hurry up with rolling that update out!! Other than that fantastic product.",Positive
US,4,2025-01-02,1.0.9,Gmony1123,It’s gotten better but now it’s the Pokémon,I believe that the new update may have changed pvp or maybe not but i feel like it’s better now. To the bad part with the new pack celery or whatever it is I feel like there should be a limit to how many coins can be flipped if not all ready or energy should be taken because they can just stack to a point where it didn’t matter if 10 came out as tails but still nice work.,It’s gotten better but now it’s the PokémonI believe that the new update may have changed pvp or maybe not but i feel like it’s better now. To the bad part with the new pack celery or whatever it is I feel like there should be a limit to how many coins can be flipped if not all ready or energy should be taken because they can just stack to a point where it didn’t matter if 10 came out as tails but still nice work.,Positive
US,5,2025-01-02,1.0.9,rowletlover<3,I love this game :],"I just got this app because my friend showed it to me a few weeks ago :) Im excited to get more pokemon cards daily and I love how you can wonder pick from other peoples card packs they opened :D (while they dont lose the card you picked from the pack) This game is amazing and I love pokemon, thank you so much for this game","I love this game :]I just got this app because my friend showed it to me a few weeks ago :) Im excited to get more pokemon cards daily and I love how you can wonder pick from other peoples card packs they opened :D (while they dont lose the card you picked from the pack) This game is amazing and I love pokemon, thank you so much for this game",Positive
US,1,2025-01-02,1.0.9,Gracie Jordan,don’t play this,"this game is a complete money grab. they give you a couple of good cards when you first start playing to get you hooked and then after that, whether you spend money or not you don’t pull anything. in the versus battles you see the same 5 overpowered decks used over and over again. it’s not fun anymore. they need to fix their system and guarantee good cards for spending money. there’s no way i paid to open 40 packs and didn’t pull a single new card. nintendo hates their fans!!","don’t play thisthis game is a complete money grab. they give you a couple of good cards when you first start playing to get you hooked and then after that, whether you spend money or not you don’t pull anything. in the versus battles you see the same 5 overpowered decks used over and over again. it’s not fun anymore. they need to fix their system and guarantee good cards for spending money. there’s no way i paid to open 40 packs and didn’t pull a single new card. nintendo hates their fans!!",Negative
US,5,2025-01-02,1.0.9,Zaiere porter,I enjoy this game a lot,"I really like this game, you guys nailed it when it came to quality and detail keep up the good work.","I enjoy this game a lotI really like this game, you guys nailed it when it came to quality and detail keep up the good work.",Positive
US,5,2025-01-02,1.0.9,Country girls make do,Hurry up with the trading feature pls,Really good game,Hurry up with the trading feature plsReally good game,Positive
